Outlet_ID,Cuisine_Type,Location_Type,Average_Daily_Customers,Average_Bill_Value,Delivery_Order_Percentage,Seating_Capacity,Employee_Count,Promotion_Spend,Customer_Rating,Monthly_Revenue
1244,North Indian,Standalone,478.8,196.9,49.92,50.3,29,47193.51,2.52,216961.77
1245,Italian,Mall,164.9,810.46,41.61,20.1,11,61513.22,2.89,212947.83
1246,North Indian,Food Court,94.4,341.18,1.61,17.5,33,80370.54,4.27,143435.36
1247,South Indian,Mall,81.4,1259.07,53.69,115.8,3,52781.92,1.78,274122.12
1248,Continental,Airport,243.9,815.41,35.69,61.8,31,84589.96,4.27,271082.49
1249,South Indian,Food Court,55.4,1379.37,92.34,89.2,23,81058.24,1.78,317986.09
1250,Italian,Food Court,50.1,237.08,33.08,131.6,23,43916.72,3.1,99076.1
1251,North Indian,Food Court,119.7,298.73,36.62,81.0,18,7344.45,2.47,117622.18
1252,North Indian,Mall,222.0,842.02,86.04,102.4,37,38106.21,3.36,270790.18
1253,Chinese,Food Court,319.1,1139.33,86.29,76.4,3,56681.43,1.58,331482.37
1254,Continental,Standalone,350.6,396.96,44.81,66.0,13,88698.63,4.75,251133.51
1255,Chinese,High Street,117.1,1159.4,46.24,36.4,34,95012.35,1.34,260294.01
1256,Fast Food,High Street,373.1,1454.4,13.58,143.6,37,12825.51,1.75,358911.73
1257,Continental,Airport,136.5,1356.91,62.75,124.7,35,26867.5,3.71,291630.09
1258,Italian,Airport,145.9,1021.77,20.13,122.3,6,22771.45,2.96,238767.21
1259,Fast Food,Food Court,495.2,1133.37,3.65,18.2,19,31300.92,4.59,339174.62
1260,Italian,Standalone,474.9,1130.36,81.05,110.6,15,90747.1,4.54,410035.28
1261,Italian,Airport,174.0,1357.15,21.74,138.2,38,87026.65,4.77,352810.2
1262,Fast Food,Airport,246.2,763.19,22.57,40.3,32,78462.33,3.58,259300.7
1263,Italian,Airport,317.3,1315.63,2.09,16.8,27,2174.08,3.86,313376.38
1264,North Indian,High Street,339.4,835.75,32.07,137.7,17,91600.05,3.32,292310.76
1265,Continental,Mall,274.5,821.66,63.29,13.4,22,59619.3,4.93,257988.0
1266,Chinese,Mall,421.2,455.3,11.35,125.9,34,38666.46,2.17,251186.38
1267,Italian,Standalone,279.1,1112.22,3.2,38.5,14,79492.95,4.66,316693.71
1268,Chinese,Mall,441.1,261.7,67.19,102.2,17,54729.28,3.67,233835.78
1269,Italian,Mall,214.8,882.95,96.6,62.8,7,67373.49,4.08,261408.92
1270,Fast Food,Food Court,313.2,428.97,92.75,10.5,37,57573.89,1.7,203420.1
1271,Chinese,Standalone,90.3,616.74,49.92,94.5,10,96515.26,1.3,183348.25
1272,Fast Food,Standalone,111.6,924.4,91.48,51.1,9,54099.65,4.11,254093.88
1273,Continental,Standalone,57.5,348.47,56.26,23.8,34,82006.41,4.21,132839.01
1274,North Indian,Mall,326.3,835.75,17.87,99.5,30,35391.08,2.96,269455.07
1275,North Indian,Airport,293.6,198.88,25.63,143.7,11,83422.88,1.38,191997.08
1276,Continental,Airport,225.6,1420.19,90.76,84.6,17,82531.51,2.35,343134.24
1277,Fast Food,High Street,123.5,1000.33,75.97,68.5,18,35397.17,3.09,239050.65
1278,Chinese,Standalone,205.8,1211.81,48.88,90.6,18,70588.66,3.54,323645.66
1279,South Indian,High Street,352.2,953.19,93.31,105.9,19,82468.19,3.43,330870.4
1280,Fast Food,Mall,469.2,460.96,59.37,146.6,17,38782.2,4.08,298998.7
1281,Chinese,Standalone,267.6,553.67,41.16,70.9,15,85685.59,3.57,215958.66
1282,South Indian,High Street,75.7,757.57,70.99,14.5,10,49247.06,2.04,191740.65
1283,Fast Food,Airport,299.2,1308.93,49.92,75.2,29,7732.02,4.86,322130.08
1284,Italian,Airport,377.9,1019.44,94.99,45.3,15,54315.31,1.55,331369.44
1285,North Indian,Food Court,458.5,892.07,44.84,81.0,28,79951.25,4.82,350606.45
1286,Continental,High Street,64.9,1378.13,74.86,50.4,17,42965.69,3.38,270448.91
1287,North Indian,Mall,274.8,487.3,59.91,123.6,33,9611.03,1.69,197740.16
1288,Chinese,Mall,272.3,1074.44,66.62,14.5,40,3159.77,4.19,258501.24
1289,South Indian,Food Court,167.4,837.26,78.73,59.0,28,61790.36,2.4,244592.48
1290,South Indian,Airport,378.9,544.9,59.39,70.4,29,3992.77,3.18,232093.79
1291,South Indian,Airport,156.0,1478.56,60.3,122.6,15,29298.85,4.92,328924.66
1292,Fast Food,Standalone,470.3,911.22,8.38,89.8,39,50910.83,4.09,343279.31
1293,North Indian,Mall,486.3,1270.09,40.87,128.4,27,69438.55,2.89,410818.27
1294,Fast Food,Mall,126.7,418.18,96.35,50.0,26,59356.78,1.56,165370.87
1295,North Indian,Mall,474.1,1287.32,97.51,86.0,40,1148.18,1.3,361336.76
1296,Italian,Standalone,285.6,535.04,35.78,41.2,24,7461.32,3.27,188796.97
1297,North Indian,High Street,384.5,1281.13,12.33,23.4,16,51025.78,2.95,361500.9
1298,Italian,Food Court,203.2,417.58,81.01,98.6,27,32684.67,3.03,187053.46
1299,Fast Food,High Street,210.5,176.25,15.59,68.5,36,4488.84,3.88,117353.68
1300,North Indian,Food Court,397.9,1436.07,55.2,65.4,15,52472.93,3.51,390157.41
1301,Chinese,Food Court,382.4,1123.57,74.92,57.8,17,69968.64,3.74,341015.02
1302,Italian,Food Court,478.6,534.63,49.3,43.7,15,93619.15,3.05,311501.68
1303,Chinese,Airport,224.4,821.28,79.72,120.8,19,79603.68,3.39,275441.73
1304,Continental,High Street,387.6,650.99,2.12,22.0,24,23516.89,3.4,260219.47
1305,Fast Food,Food Court,410.8,1413.26,94.75,118.3,29,50728.58,1.71,386441.85
1306,Italian,Airport,102.1,315.94,81.52,101.0,36,36612.3,3.36,135969.43
1307,North Indian,Airport,460.8,1071.51,53.42,117.3,10,86409.59,2.06,375009.71
1308,Chinese,Food Court,249.0,1105.72,75.58,23.8,32,31023.69,4.65,299522.26
1309,Italian,Food Court,467.6,1092.12,99.22,127.9,8,17741.24,4.6,353971.68
1310,Fast Food,High Street,332.4,341.05,52.0,148.2,24,1771.49,1.1,177699.06
1311,Fast Food,Airport,148.1,761.22,3.71,103.0,12,93222.77,4.81,235261.9
1312,Chinese,Mall,194.0,1330.54,93.47,91.0,34,75267.17,2.78,348917.75
1313,Fast Food,Food Court,328.7,1322.07,18.54,26.2,34,46614.21,4.05,330279.34
1314,Chinese,High Street,422.5,401.01,76.3,66.5,31,10216.32,1.91,239654.76
1315,Fast Food,Mall,388.5,835.75,69.53,46.6,21,30990.22,2.73,299782.76
1316,Chinese,Food Court,223.7,498.04,40.54,92.1,10,49247.06,1.2,189743.73
1317,South Indian,Mall,96.1,1438.44,32.52,62.5,5,89806.79,3.7,311906.35
1318,North Indian,Standalone,334.8,1325.41,45.76,135.7,40,22342.73,3.01,357799.22
1319,North Indian,High Street,454.7,881.16,78.39,36.9,34,35864.56,4.87,315289.33
1320,Fast Food,Mall,74.5,350.45,63.69,47.1,12,73073.49,4.68,141394.64
1321,Chinese,Airport,405.3,651.83,15.78,67.4,39,67371.45,2.02,255923.25
1322,Fast Food,Airport,286.5,695.6,76.46,81.0,18,98453.75,4.5,284449.7
1323,South Indian,Food Court,217.8,1123.74,43.42,80.7,19,40055.46,3.78,262031.32
1324,South Indian,Food Court,456.5,291.88,40.42,140.5,21,49398.73,3.28,251749.64
1325,Chinese,Mall,188.5,1463.13,89.3,90.2,39,49247.06,3.88,339392.89
1326,Continental,High Street,89.2,835.75,77.64,130.2,12,7033.06,4.28,194224.86
1327,North Indian,High Street,436.2,866.14,16.1,60.2,22,91160.79,1.63,317511.39
1328,Fast Food,Food Court,429.9,1031.8,93.4,79.5,39,3678.89,2.18,322015.15
1329,Chinese,High Street,256.8,656.38,99.02,60.4,5,7922.65,1.24,221834.28
1330,Italian,Airport,243.4,788.78,97.1,49.9,4,99448.35,1.41,242517.55
1331,Chinese,Standalone,393.7,1462.13,49.92,109.6,26,85193.07,4.96,439299.91
1332,Chinese,Mall,364.7,1303.74,63.77,14.8,10,24603.52,4.22,347584.44
1333,South Indian,Food Court,204.4,1180.04,94.88,125.4,7,49247.06,3.53,290621.16
1334,Chinese,Food Court,177.1,835.75,1.83,89.1,38,52823.32,4.93,221002.14
1335,Fast Food,High Street,137.5,938.83,92.18,40.1,30,36651.72,2.47,254809.13
1336,South Indian,Food Court,295.6,1400.84,74.98,128.2,4,66828.94,2.19,350557.56
1337,Italian,Standalone,415.6,363.91,97.19,81.0,11,55544.13,2.2,232250.07
1338,Fast Food,Mall,191.0,582.15,91.48,58.3,11,47475.51,4.34,214028.89
1339,North Indian,Standalone,471.1,1069.24,15.44,63.4,39,91754.11,2.21,375142.55
1340,North Indian,High Street,466.8,1096.37,92.14,127.2,36,1148.18,1.89,338976.91
1341,North Indian,Airport,401.7,719.04,78.0,57.6,28,49247.06,2.33,288187.54
1342,Fast Food,High Street,401.4,1005.57,84.88,148.7,30,47518.89,3.05,326752.86
1343,Chinese,Mall,432.9,1356.86,30.74,89.5,32,20508.16,4.51,395364.12
1344,South Indian,Airport,358.5,204.8,17.47,27.0,19,6449.04,1.04,161823.7
1345,Fast Food,Food Court,475.4,1034.86,21.14,31.9,15,99448.35,1.47,370311.86
1346,Continental,Food Court,291.0,177.06,93.25,130.3,30,88558.48,3.42,207001.66
1347,Chinese,Mall,187.0,394.18,10.83,72.9,4,40663.51,3.22,162367.48
1348,Chinese,Airport,91.2,1079.25,17.91,89.5,17,26185.05,1.16,221439.43
1349,Continental,Food Court,289.8,1341.76,48.64,33.1,27,13021.41,2.96,301581.28
1350,Italian,Mall,182.1,754.22,9.8,81.0,24,64720.91,3.86,227003.35
1351,Chinese,High Street,53.2,1409.07,58.5,30.3,14,52976.85,2.89,305254.87
1352,Continental,High Street,319.7,1316.34,26.4,10.2,12,38725.9,1.37,311063.1
1353,Fast Food,Airport,381.6,1211.75,25.64,58.2,27,13755.03,4.74,325668.97
1354,Chinese,Airport,173.2,814.02,47.09,125.3,28,22280.68,4.2,226676.11
1355,Continental,Food Court,327.5,561.18,53.22,100.9,7,84868.79,1.09,248990.96
1356,North Indian,Mall,299.3,226.25,25.32,112.9,35,49461.13,1.12,167604.69
1357,Fast Food,High Street,312.6,1364.34,53.81,133.4,29,87581.98,1.79,397469.36
1358,North Indian,Standalone,166.8,165.3,62.91,87.0,32,23885.99,3.64,134338.15
1359,South Indian,Airport,250.7,1355.03,92.81,120.8,4,1148.18,2.76,318404.46
1360,North Indian,High Street,202.2,907.36,63.96,130.8,3,84509.87,1.67,258804.7
1361,North Indian,Mall,241.2,1136.06,75.21,57.4,29,77714.36,3.62,293215.39
1362,North Indian,Standalone,106.4,199.17,24.3,38.7,11,67079.72,3.52,114860.27
1363,Continental,Food Court,156.5,841.61,47.03,58.5,28,92282.5,1.93,256952.91
1364,Fast Food,Mall,418.2,1471.18,57.85,141.7,9,2390.54,3.06,389169.14
1365,Continental,Mall,124.7,998.98,1.1,23.4,25,28332.77,1.97,214150.39
1366,Chinese,Food Court,392.4,654.28,46.64,50.5,32,72566.58,3.03,275188.03
1367,South Indian,High Street,397.9,683.18,98.53,107.1,9,73274.02,3.34,283414.78
1368,Italian,Airport,246.0,1407.74,74.27,126.9,15,10988.2,4.83,344738.0
1369,Chinese,Airport,319.8,1205.28,60.87,130.5,21,71630.8,1.84,357344.07
1370,Continental,Airport,91.9,1161.98,37.25,90.5,31,48458.81,3.68,243863.59
1371,Chinese,Airport,192.9,697.85,45.56,19.9,34,30098.65,2.28,217613.52
1372,Italian,Airport,58.5,695.37,78.63,12.4,18,55752.44,4.81,184307.5
1373,Fast Food,Food Court,253.1,1310.1,12.23,139.4,9,54790.1,4.9,349910.65
1374,Continental,Standalone,433.2,421.18,55.06,107.9,9,67369.86,1.18,239691.53
1375,Continental,Airport,438.6,1223.64,45.09,105.0,31,25110.02,1.93,341683.7
1376,North Indian,Standalone,132.3,263.92,62.31,25.9,24,3586.24,4.38,110099.91
1377,Chinese,Food Court,131.5,1241.87,96.39,144.1,19,83493.41,1.23,314407.45
1378,Continental,Standalone,322.5,1185.68,96.09,94.3,8,34980.87,4.36,355453.79
1379,Continental,Food Court,350.0,1302.72,47.01,66.1,27,20249.9,4.71,351713.04
1380,Fast Food,High Street,365.4,1343.08,32.36,91.4,24,8863.62,2.37,338393.0
1381,Continental,Airport,329.5,382.8,41.09,27.9,9,47360.18,2.75,191922.65
1382,Italian,Standalone,166.0,198.04,68.99,25.6,24,2761.61,1.04,110224.58
1383,Italian,Mall,472.4,1247.75,47.92,80.9,15,42860.26,4.79,363148.76
1384,Fast Food,High Street,364.9,1296.78,77.16,117.2,11,55170.93,1.36,385048.71
1385,Italian,Standalone,319.7,1411.24,25.37,79.7,22,11333.41,1.96,331608.39
1386,Chinese,Standalone,162.9,655.31,26.55,76.3,38,36294.26,1.47,201765.74
1387,South Indian,High Street,351.2,796.25,23.35,91.0,5,33073.91,4.69,273937.85
1388,South Indian,Mall,370.7,1073.23,57.46,12.1,25,14034.2,3.86,304516.78
1389,Italian,Airport,86.3,1436.98,37.88,58.6,19,31561.36,2.96,274105.95
1390,North Indian,Airport,240.6,611.52,26.78,10.8,23,39986.65,1.02,195488.02
1391,North Indian,High Street,353.3,1359.32,86.9,108.3,11,26501.18,3.98,367442.98
1392,Continental,High Street,64.1,835.75,9.21,37.8,35,23718.45,4.62,180500.94
1393,Chinese,Mall,267.6,937.14,2.05,126.9,30,33808.95,2.98,259073.99
1394,North Indian,Airport,395.4,634.47,53.78,26.4,26,5819.78,1.55,238092.64
1395,Continental,Mall,64.6,974.66,49.92,145.2,34,1148.18,2.96,205669.13
1396,Italian,Airport,462.6,1048.91,79.69,134.2,15,93919.59,4.6,347172.88
1397,Continental,Mall,372.0,476.16,39.24,139.4,18,1762.0,3.09,220201.38
1398,Chinese,Standalone,483.4,1335.09,98.42,24.3,26,89749.99,4.09,412322.95
1399,Italian,Standalone,281.4,531.37,27.15,48.1,39,12876.15,3.74,188362.52
1400,North Indian,Mall,318.8,974.75,45.95,81.7,31,58374.02,3.98,281461.91
1401,North Indian,Airport,427.8,1284.54,5.4,53.3,30,19069.85,3.13,329749.05
1402,South Indian,Mall,285.6,698.65,51.22,102.6,12,20828.14,4.19,222252.39
1403,North Indian,High Street,467.3,636.13,64.85,85.0,3,12315.55,1.22,260621.65
1404,Fast Food,Standalone,219.1,1161.96,60.37,96.0,16,58032.22,3.62,328334.47
1405,Chinese,Mall,491.4,582.99,27.47,81.0,11,69850.99,2.45,284414.55
1406,South Indian,Airport,455.7,708.54,11.16,134.6,29,26607.93,4.26,289776.97
1407,Fast Food,Standalone,418.2,645.19,1.1,60.3,9,78185.35,1.84,278646.6
1408,Fast Food,High Street,172.8,829.29,42.47,65.1,7,78918.07,1.01,235883.62
1409,North Indian,Standalone,170.2,221.22,81.95,86.6,14,20190.51,4.56,131581.88
1410,Fast Food,Standalone,388.8,908.14,49.92,59.8,24,39787.78,4.19,285938.77
1411,South Indian,Airport,145.9,1401.43,50.6,14.5,30,74419.95,1.85,329506.04
1412,South Indian,Airport,402.4,1141.27,90.88,32.4,36,56958.3,2.14,375773.34
1413,Chinese,Food Court,363.0,835.75,59.39,49.2,26,86012.04,4.05,290283.05
1414,Fast Food,Food Court,173.3,527.28,89.72,71.1,35,83819.2,2.71,205448.04
1415,Italian,Standalone,148.0,1322.2,59.78,36.2,3,79646.96,1.97,299377.38
1416,South Indian,High Street,66.7,1012.28,92.62,55.1,11,26499.28,4.6,210693.74
1417,North Indian,High Street,109.0,847.2,34.7,112.8,39,70895.68,4.51,235835.12
1418,North Indian,Standalone,124.7,385.18,21.63,91.6,38,48935.31,3.86,146808.12
1419,Italian,Standalone,231.0,328.25,41.2,10.2,10,56982.85,1.96,176463.1
1420,South Indian,High Street,148.0,237.12,53.14,111.4,30,4033.6,2.34,122651.45
1421,South Indian,Mall,377.6,292.11,89.27,112.7,20,36859.87,3.61,218544.97
1422,Chinese,High Street,448.2,1294.31,34.11,84.2,22,73781.77,4.54,411617.63
1423,North Indian,Food Court,265.2,368.93,73.59,86.6,16,45027.95,1.34,193863.6
1424,North Indian,Food Court,156.9,568.07,68.86,137.2,38,46664.58,1.28,191536.37
1425,North Indian,Mall,181.6,1012.21,0.59,36.4,20,90085.48,4.07,257363.18
1426,Fast Food,Airport,296.1,1102.16,49.92,77.5,19,60971.15,4.6,317542.26
1427,North Indian,Mall,375.4,509.13,6.92,37.6,37,64104.23,1.44,244496.14
1428,Continental,Food Court,386.7,173.91,76.43,58.7,25,31332.46,2.11,190680.17
1429,North Indian,High Street,337.1,1460.25,13.83,73.3,19,42415.09,4.09,339815.75
1430,Continental,Mall,497.2,1017.75,48.81,39.4,10,20004.92,3.39,322077.45
1431,North Indian,Mall,91.7,1126.58,70.23,126.0,21,19022.07,3.0,243198.68
1432,North Indian,Standalone,439.1,247.17,42.92,148.5,12,29537.12,3.22,215787.84
1433,Fast Food,Airport,196.0,569.86,83.07,22.3,22,50578.33,3.17,215964.29
1434,South Indian,Food Court,495.4,305.93,24.42,26.7,6,63429.74,2.8,226410.02
1435,Fast Food,Food Court,434.1,258.12,20.04,81.0,24,58312.0,3.64,227197.45
1436,Chinese,High Street,214.6,271.26,30.94,138.6,21,38214.42,2.1,160676.54
1437,Fast Food,Standalone,329.3,1243.52,38.23,86.1,7,31002.6,2.92,351330.85
1438,Continental,Airport,188.3,1302.18,13.92,149.2,12,7543.31,4.39,279989.43
1439,Chinese,Airport,188.5,342.81,72.66,94.7,33,16855.97,2.69,156607.94
1440,South Indian,Standalone,203.8,835.75,84.36,43.9,34,12161.9,4.46,236993.13
1441,Chinese,Food Court,117.2,631.09,49.48,74.3,21,85450.51,2.17,201390.88
1442,Italian,Food Court,423.4,1022.59,49.92,133.8,33,62142.94,4.17,350326.61
1443,Fast Food,Food Court,482.6,679.16,5.93,83.0,16,48741.12,4.35,298765.15
1444,Fast Food,Airport,352.6,286.47,17.36,39.2,31,92032.86,4.64,197611.74
1445,North Indian,Mall,356.3,1093.43,84.3,86.4,36,13565.01,2.69,327825.93
1446,Chinese,Airport,360.1,1350.58,79.3,122.3,21,30439.44,3.79,368308.98
1447,Continental,High Street,226.5,1404.94,5.96,54.5,4,17336.1,3.08,298222.9
1448,South Indian,Airport,406.9,824.41,35.92,44.5,13,96499.81,4.12,347457.46
1449,Italian,Standalone,267.6,1415.95,71.21,86.2,20,67624.68,1.74,346018.89
1450,Fast Food,High Street,176.8,1337.19,96.93,37.9,9,38736.48,3.51,300057.03
1451,North Indian,Standalone,404.7,458.44,87.35,144.0,4,5055.57,3.39,250837.44
1452,Italian,Standalone,103.8,1343.5,24.07,81.0,26,50015.9,2.02,271219.03
1453,Fast Food,Airport,300.3,410.13,22.43,19.1,22,37847.51,1.76,181102.78
1454,South Indian,High Street,85.5,1291.71,77.27,141.7,12,4713.93,4.48,261744.04
1455,Continental,High Street,219.7,1205.64,31.7,90.1,5,62824.04,3.25,309020.54
1456,North Indian,High Street,313.0,375.53,13.21,135.6,5,35059.47,3.48,194112.77
1457,Italian,Food Court,463.3,195.29,21.18,115.3,4,15774.37,3.12,187902.34
1458,Chinese,Airport,210.2,492.38,93.93,75.6,12,52794.4,3.55,195132.67
1459,Fast Food,High Street,415.5,783.2,41.13,52.5,21,68717.37,3.96,296817.22
1460,Italian,Food Court,155.5,257.35,63.41,91.1,34,1148.18,3.24,122189.82
1461,North Indian,Airport,430.2,668.12,14.27,21.2,30,91514.12,3.6,299462.66
1462,South Indian,Standalone,280.5,163.65,49.66,145.0,10,50659.87,3.7,171388.75
1463,Fast Food,Standalone,325.4,631.13,42.42,127.3,6,40061.09,2.16,225694.93
1464,Chinese,Standalone,410.2,600.65,59.14,78.8,17,8475.53,1.63,255845.03
1465,Continental,Mall,186.5,502.68,49.92,17.0,17,21821.31,2.85,165965.93
1466,Fast Food,Food Court,328.2,936.47,75.01,104.9,16,52185.19,1.67,310624.44
1467,North Indian,Standalone,127.2,1172.69,31.91,17.5,34,29291.08,4.89,260735.52
1468,North Indian,High Street,457.5,940.57,34.39,23.7,36,74081.26,3.4,354722.77
1469,Fast Food,Airport,156.6,275.95,70.73,99.3,38,34273.4,3.36,149030.6
1470,South Indian,Airport,303.1,1252.95,72.58,43.9,4,49908.33,3.7,351481.47
1471,South Indian,Mall,66.8,855.69,68.96,31.1,13,87060.08,1.15,219003.91
1472,Fast Food,Standalone,348.5,225.93,60.36,22.8,13,71793.05,4.2,199459.83
1473,Fast Food,High Street,283.1,605.92,41.68,119.6,29,40693.5,4.58,258044.18
1474,Chinese,Mall,322.7,1321.32,64.86,135.2,21,14504.33,3.53,352609.52
1475,South Indian,Mall,262.5,245.0,79.02,38.0,18,81540.86,2.47,189199.55
1476,Italian,Standalone,367.5,674.65,79.55,52.4,21,15593.66,2.88,237494.08
1477,Chinese,Standalone,413.0,763.47,12.66,98.4,36,97824.86,4.36,298549.48
1478,South Indian,Mall,236.5,1305.36,54.42,48.6,5,58600.6,2.75,322767.19
1479,Chinese,High Street,407.1,370.88,55.22,100.3,25,16260.61,1.75,218165.62
1480,Continental,High Street,376.7,1073.19,72.07,54.3,39,76493.93,3.83,341180.8
1481,South Indian,Food Court,344.6,897.47,24.92,24.5,20,19035.22,4.42,270548.8
1482,South Indian,Standalone,476.7,277.82,17.01,48.9,6,60987.09,1.75,240229.68
1483,Chinese,Mall,261.5,643.06,34.07,103.4,19,65145.92,2.12,240269.08
1484,Italian,Airport,438.1,611.73,24.33,136.0,31,87863.09,2.36,287815.31
1485,Continental,Airport,328.4,1090.09,48.98,95.8,38,52672.5,4.93,325774.71
1486,Chinese,Mall,382.9,542.0,1.43,61.8,13,76721.6,1.75,240302.31
1487,Chinese,High Street,433.9,1251.4,31.12,110.4,13,93841.29,1.58,382762.93
1488,Italian,Standalone,327.4,835.75,76.53,72.7,11,75435.93,1.18,283738.01
1489,Fast Food,Standalone,368.3,814.68,95.94,65.5,36,40682.13,4.02,290474.27
1490,Italian,Mall,116.7,940.51,31.04,70.1,15,61630.76,4.34,221174.12
1491,South Indian,Standalone,139.3,388.19,62.34,51.5,18,95307.43,1.78,172581.21
1492,Italian,Standalone,267.6,873.14,71.51,76.0,11,57376.93,1.02,261031.35
1493,Italian,Standalone,432.5,278.19,29.66,89.1,20,13387.3,2.96,183296.23
1494,Italian,Food Court,109.6,1348.05,86.21,116.8,7,94969.42,4.6,343272.35
1495,Continental,Airport,157.6,609.29,72.29,114.0,26,15278.73,2.96,193045.76
1496,Italian,Food Court,371.5,1107.32,82.25,132.4,17,51193.59,1.87,335263.22
1497,Fast Food,High Street,412.5,498.83,93.05,99.0,4,63091.04,4.89,269624.94
1498,Chinese,Food Court,223.1,1008.78,22.74,144.1,27,83265.15,4.95,281891.98
1499,Chinese,Food Court,202.9,835.75,21.46,137.6,21,39918.08,1.29,246868.67
1500,Chinese,Standalone,297.7,1340.98,49.92,32.7,19,43777.63,3.65,367929.75
1501,South Indian,Standalone,216.2,389.5,23.83,34.1,18,79280.35,4.67,186111.4
1502,North Indian,Food Court,159.2,617.25,17.94,27.8,37,66382.65,2.89,202834.7
1503,South Indian,Mall,271.7,852.18,18.84,108.5,16,41504.55,3.01,256089.68
1504,Italian,Mall,342.9,1024.84,36.03,32.6,32,91561.71,1.35,307616.5
1505,Italian,Standalone,172.2,1075.34,84.51,81.0,17,6132.1,4.57,250479.07
1506,Chinese,Standalone,402.1,591.14,73.23,113.7,18,65677.5,2.4,278845.85
1507,South Indian,Mall,164.1,1368.43,64.23,47.0,9,36241.23,3.46,293670.54
1508,North Indian,Standalone,341.4,918.6,69.64,82.5,19,19453.0,4.49,283302.46
1509,Fast Food,Airport,78.1,1063.92,35.36,89.5,28,41749.29,1.54,229108.42
1510,Chinese,Standalone,62.7,1348.43,53.56,111.7,4,1261.99,3.14,249948.42
1511,South Indian,High Street,426.4,1160.29,42.93,132.1,26,6065.0,1.76,337626.23
1512,South Indian,High Street,329.5,692.08,33.01,55.0,29,25362.02,4.0,231275.95
1513,Fast Food,Mall,71.1,520.01,29.71,112.3,8,87736.5,4.5,165337.24
1514,South Indian,Food Court,464.7,584.08,52.0,26.6,14,3866.34,4.12,243857.21
1515,Chinese,Standalone,180.5,218.31,74.7,125.7,35,23680.18,1.25,142056.41
1516,South Indian,Food Court,301.3,1497.56,1.78,19.5,23,28726.58,3.54,322650.23
1517,Italian,Standalone,421.3,754.72,47.72,125.3,39,41983.06,4.05,315402.81
1518,Chinese,Airport,97.5,1135.19,50.76,57.1,22,52222.93,1.06,265686.13
1519,Continental,Food Court,489.0,822.57,55.49,12.2,38,73001.1,1.49,327892.28
1520,Italian,High Street,367.7,986.42,8.47,26.8,15,43782.58,2.74,256648.3
1521,Continental,Mall,359.1,1057.47,36.23,124.3,21,44569.29,2.67,315305.59
1522,Chinese,Food Court,421.3,1494.82,22.78,25.8,4,28583.81,3.65,379152.32
1523,Italian,Airport,462.9,1286.68,66.48,71.9,14,87183.56,2.28,388889.74
1524,South Indian,Mall,146.8,1146.77,2.16,41.9,11,5976.66,3.12,228816.63
1525,Italian,High Street,369.6,1429.49,91.49,109.1,13,91514.12,3.67,435828.67
1526,North Indian,Food Court,269.8,513.22,0.32,61.2,23,85972.69,2.83,223608.14
1527,Fast Food,Food Court,290.8,635.28,12.51,144.9,25,92114.71,2.05,247484.45
1528,Continental,Mall,110.1,302.28,54.36,139.2,18,57255.32,2.62,133358.7
1529,South Indian,Airport,432.3,170.67,90.07,140.5,36,95177.33,2.35,244897.96
1530,Continental,Standalone,155.5,1202.4,42.52,141.0,15,25286.73,2.59,268826.56
1531,Fast Food,Mall,418.2,1321.09,59.64,132.0,38,20330.6,2.48,380088.39
1532,Continental,Airport,206.2,1282.04,78.05,144.4,19,21890.62,2.55,298119.9
1533,Italian,High Street,385.3,574.66,31.4,28.3,10,49566.44,2.03,247734.14
1534,North Indian,Food Court,121.3,929.18,51.45,51.8,21,83032.57,3.38,261555.52
1535,Italian,Mall,112.0,611.95,29.43,127.4,15,65014.17,2.7,191470.52
1536,Continental,High Street,163.6,577.41,51.88,85.0,8,17780.32,2.57,170331.55
1537,Italian,Mall,249.6,168.54,9.92,55.0,38,99448.35,1.49,168803.23
1538,South Indian,Standalone,471.5,835.75,48.51,23.2,10,1148.18,4.39,286165.79
1539,South Indian,Airport,419.2,1226.4,73.5,50.7,38,40525.68,1.35,376323.63
1540,Fast Food,Mall,465.8,1033.94,55.96,45.3,15,48616.47,2.64,335153.56
1541,Fast Food,Food Court,179.5,307.53,27.61,93.1,10,91993.47,3.06,169766.75
1542,Continental,Mall,448.9,1155.57,35.54,72.5,39,80361.19,2.74,378395.67
1543,Continental,Mall,295.2,1177.97,52.44,45.1,24,14703.0,3.18,293741.66
1544,Chinese,Airport,471.7,1057.23,55.98,81.4,39,62113.45,1.27,345285.4
1545,South Indian,Food Court,70.7,246.2,42.18,83.0,23,1663.95,2.83,88503.96
1546,South Indian,Airport,183.0,854.31,78.44,116.6,19,12122.69,4.41,229469.16
1547,Continental,Mall,58.2,190.14,68.13,15.7,28,37227.03,1.67,92209.92
1548,Fast Food,Standalone,408.5,738.24,5.3,137.0,19,45660.38,3.74,276911.82
1549,Continental,Food Court,499.2,693.75,48.51,57.7,28,11442.07,4.52,302023.85
1550,Continental,High Street,280.8,922.27,83.25,108.5,21,42206.86,2.96,271792.25
1551,Italian,High Street,435.4,475.44,68.66,55.6,14,68603.97,4.07,289595.71
1552,Fast Food,Standalone,187.1,194.36,76.19,83.1,7,50216.01,3.34,131911.92
1553,Chinese,Standalone,267.6,1128.46,49.95,70.7,14,92681.64,3.93,330849.94
1554,Continental,High Street,382.6,744.3,64.74,101.1,18,45085.67,2.43,287764.99
